,id,text,created_at,author_id,in_reply_to_user_id,lang,author,entities,referenced_tweets,media,geo,vader_sentiment_score,vader_sentiment_phrase,Twitter
75,1546919960253009926,"RT @SenCortezMasto: Today at 2:15pm EST, I’ll be talking about my new bill with @PattyMurray and @SenGillibrand that would protect American…",2022-07-12 18:10:33+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""mentions"":[{""start"":3,""end"":18,""username"":""SenCortezMasto"",""id"":""811313565760163844""},{""start"":80,""end"":92,""username"":""PattyMurray"",""id"":""293131808""},{""start"":97,""end"":111,""username"":""SenGillibrand"",""id"":""72198806""}]}","[{""type"":""retweeted"",""id"":""1546905270076538880"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890691362990850049"",""name"":""Kirsten Gillibrand"",""description"":""US Senator Kirsten Gillibrand (NY)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890691362990850049"",""name"":""Kirsten Gillibrand"",""description"":""US Senator Kirsten Gillibrand (NY)""}}],""created_at"":""2022-07-12T17:12:11.000Z"",""source"":""Twitter Web App"",""public_metrics"":{""retweet_count"":35,""reply_count"":58,""like_count"":114,""quote_count"":6},""reply_settings"":""everyone"",""author_id"":""811313565760163844"",""text"":""Today at 2:15pm EST, I’ll be talking about my new bill with @PattyMurray and @SenGillibrand that would protect Americans who travel across state lines to receive safe and legal reproductive care."",""entities"":{""mentions"":[{""start"":60,""end"":72,""username"":""PattyMurray"",""id"":""293131808""},{""start"":77,""end"":91,""username"":""SenGillibrand"",""id"":""72198806""}]},""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1546905270076538880""}]",,,0.3818,positive,helpcmtedems
77,1546885831067140097,RT @HuffPostPol: Sen. Catherine Cortez Masto (Nev.) and a dozen other Democrats are moving to protect interstate travel for abortion care i…,2022-07-12 15:54:56+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":17,""end"":43,""probability"":0.7056,""type"":""Person"",""normalized_text"":""Sen. Catherine Cortez Masto""},{""start"":70,""end"":78,""probability"":0.8625,""type"":""Organization"",""normalized_text"":""Democrats""}],""mentions"":[{""start"":3,""end"":15,""username"":""HuffPostPol"",""id"":""15458694""}]}","[{""type"":""retweeted"",""id"":""1546866163275251712"",""context_annotations"":[{""domain"":{""id"":""47"",""name"":""Brand"",""description"":""Brands and Companies""},""entity"":{""id"":""1104055595164872705"",""name"":""HuffPost"",""description"":""HuffPost""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""29"",""name"":""Events [Entity Service]"",""description"":""Entity Service related Events domain""},""entity"":{""id"":""1443944292695744517"",""name"":""Federal court hears Department of Justice's request to block Texas' controversial abortion ban"",""description"":""A federal judge in the US District Court for the Western District of Texas is hearing arguments from the US Department of Justice as well as the state of Texas on whether to block Texas Senate Bill 8, the ban on abortions past six weeks. The state law went into effect on September 1 and the Justice Department has said the law is \""in open defiance of the Constitution,\"" according to NBC News. \n\nThe Justice Department sued Texas last month because the abortion ban violated the Supremacy Clause and equal protection under the 14th Amendment. The House also held a hearing on SB8 on Thursday, during which three female members of Congress testified about their decisions to have abortions. \n\n""}},{""domain"":{""id"":""29"",""name"":""Events [Entity Service]"",""description"":""Entity Service related Events domain""},""entity"":{""id"":""1448744041105944600"",""name"":""Breaking News""}},{""domain"":{""id"":""29"",""name"":""Events [Entity Service]"",""description"":""Entity Service related Events domain""},""entity"":{""id"":""1451358585376575499"",""name"":""NZ roadmap""}}],""created_at"":""2022-07-12T14:36:47.000Z"",""source"":""PubHub by BuzzFeed"",""entities"":{""urls"":[{""start"":150,""end"":173,""url"":""https://t.co/jPXeHKcHBe"",""expanded_url"":""https://www.huffpost.com/entry/democrats-introduce-bill-to-protect-interstate-travel-for-abortion-care_n_62cd7b94e4b0d74019893616?d_id=4318973&ncid_tag=tweetlnkushpmg00000016&utm_medium=Social&utm_source=Twitter&utm_campaign=us_politics"",""display_url"":""huffpost.com/entry/democrat…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1546866206224826368/oY83rTrT?format=jpg&name=orig"",""width"":1778,""height"":1000},{""url"":""https://pbs.twimg.com/news_img/1546866206224826368/oY83rTrT?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Democrats Introduce Bill To Protect Interstate Travel For Abortion Care"",""description"":""Sen. Catherine Cortez Masto (Nev.) and a dozen other Democrats are moving to protect interstate travel for abortion care in the wake of Roe's repeal."",""unwound_url"":""https://www.huffpost.com/entry/democrats-introduce-bill-to-protect-interstate-travel-for-abortion-care_n_62cd7b94e4b0d74019893616?d_id=4318973&ncid_tag=tweetlnkushpmg00000016&utm_medium=Social&utm_source=Twitter&utm_campaign=us_politics""}],""annotations"":[{""start"":0,""end"":26,""probability"":0.6893,""type"":""Person"",""normalized_text"":""Sen. Catherine Cortez Masto""},{""start"":53,""end"":61,""probability"":0.8251,""type"":""Organization"",""normalized_text"":""Democrats""},{""start"":136,""end"":138,""probability"":0.4837,""type"":""Person"",""normalized_text"":""Roe""}]},""public_metrics"":{""retweet_count"":97,""reply_count"":14,""like_count"":273,""quote_count"":15},""reply_settings"":""everyone"",""author_id"":""15458694"",""text"":""Sen. Catherine Cortez Masto (Nev.) and a dozen other Democrats are moving to protect interstate travel for abortion care in the wake of Roe's repeal. https://t.co/jPXeHKcHBe"",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1546866163275251712""}]",,,0.7003,positive,helpcmtedems
78,1546880621439598594,People shouldn’t be thrown in jail for trying to get an abortion—let alone providing one or helping a friend get one—but that’s exactly the future MAGA Republicans want. We can’t stand by as they push to make abortion a crime.,2022-07-12 15:34:14+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}",,,,,0.0516,positive,helpcmtedems
79,1546611943108124672,"2/ In the wake of SCOTUS overturning Roe, Congress must pass my Stop Anti-Abortion Disinformation Act to ensure we can crack down on pregnancy crisis centers for their predatory practices and harmful spread of misinformation about abortion care.",2022-07-11 21:46:36+00:00,18695134,18695134,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""annotations"":[{""start"":18,""end"":23,""probability"":0.8195,""type"":""Organization"",""normalized_text"":""SCOTUS""}]}","[{""type"":""replied_to"",""id"":""1546611941640208387"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}}],""created_at"":""2022-07-11T21:46:36.000Z"",""source"":""Twitter for iPhone"",""entities"":{""urls"":[{""start"":154,""end"":177,""url"":""https://t.co/feWl2HTNsH"",""expanded_url"":""https://time.com/6193224/abortion-privacy-data-reform/"",""display_url"":""time.com/6193224/aborti…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1546188907817074688/IXKHXx3j?format=jpg&name=orig"",""width"":1200,""height"":628},{""url"":""https://pbs.twimg.com/news_img/1546188907817074688/IXKHXx3j?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Lawmakers Scramble to Reform Digital Privacy After Roe Reversal"",""description"":""\""The answer can't be just don't use technology. The answer is for us in government to do our job.\"""",""unwound_url"":""https://time.com/6193224/abortion-privacy-data-reform/""}]},""public_metrics"":{""retweet_count"":12,""reply_count"":2,""like_count"":18,""quote_count"":0},""reply_settings"":""everyone"",""author_id"":""18695134"",""text"":""1/ When making decisions about your health, the last thing anyone needs is to be tricked by organizations portraying themselves as something they're not. https://t.co/feWl2HTNsH"",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1546611941640208387""}]",,,-0.4215,negative,sfrcdems
80,1546611941640208387,"1/ When making decisions about your health, the last thing anyone needs is to be tricked by organizations portraying themselves as something they're not. https://t.co/feWl2HTNsH",2022-07-11 21:46:36+00:00,18695134,,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""urls"":[{""start"":154,""end"":177,""url"":""https://t.co/feWl2HTNsH"",""expanded_url"":""https://time.com/6193224/abortion-privacy-data-reform/"",""display_url"":""time.com/6193224/aborti…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1546188907817074688/IXKHXx3j?format=jpg&name=orig"",""width"":1200,""height"":628},{""url"":""https://pbs.twimg.com/news_img/1546188907817074688/IXKHXx3j?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Lawmakers Scramble to Reform Digital Privacy After Roe Reversal"",""description"":""\""The answer can't be just don't use technology. The answer is for us in government to do our job.\"""",""unwound_url"":""https://time.com/6193224/abortion-privacy-data-reform/""}]}",,,,-0.1531,negative,sfrcdems
83,1546533389150392320,"I’m so thankful for the work of abortion providers in WA state and across the country who are still providing essential health care during this challenging time.

Your work and bravery in the midst of constant attacks is so important. Thank you.",2022-07-11 16:34:27+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":54,""end"":55,""probability"":0.9412,""type"":""Place"",""normalized_text"":""WA""}]}",,,,0.918,positive,helpcmtedems
84,1546293915451637760,"I am not done fighting to protect your right to make your own health care decisions about abortion—far from it. We’ve got to use our voices, our votes, and every tool and every lever we have to defend abortion rights.",2022-07-11 00:42:52+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}",,,,,0.7851,positive,helpcmtedems
85,1546192511944867841,"New Jersey will ALWAYS remain a beacon of reproductive freedom for women whose rights are under attack from GOP-led states and a radical right-wing majority on the Supreme Court. 
https://t.co/NCNld2mIKu",2022-07-10 17:59:56+00:00,18695134,,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""urls"":[{""start"":180,""end"":203,""url"":""https://t.co/NCNld2mIKu"",""expanded_url"":""https://www.nj.com/politics/2022/07/nj-is-now-an-abortion-safe-haven-for-those-from-other-states-heres-what-that-means.html"",""display_url"":""nj.com/politics/2022/…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1548317321831202822/gkycz0Kg?format=jpg&name=orig"",""width"":1280,""height"":960},{""url"":""https://pbs.twimg.com/news_img/1548317321831202822/gkycz0Kg?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""N.J. is now an abortion safe haven for those from other states. Here’s what that means."",""description"":""New Jersey just enacted laws that would protect abortion seekers from other states and the medical providers who assist them here"",""unwound_url"":""https://www.nj.com/politics/2022/07/nj-is-now-an-abortion-safe-haven-for-those-from-other-states-heres-what-that-means.html""}],""annotations"":[{""start"":0,""end"":9,""probability"":0.5724,""type"":""Place"",""normalized_text"":""New Jersey""}]}",,,,0.6908,positive,sfrcdems
87,1545931450725371910,No one should have to wake up not knowing if they can get the essential health care they need. Your ability to choose whether to get an abortion should be your RIGHT—without interference from extreme politicians. https://t.co/h3mEthboIQ,2022-07-10 00:42:34+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":213,""end"":236,""url"":""https://t.co/h3mEthboIQ"",""expanded_url"":""https://www.politico.com/news/2022/07/06/abortion-laws-states-roe-overturned-00044127"",""display_url"":""politico.com/news/2022/07/0…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1549015058230915072/kJ-hpWcH?format=jpg&name=orig"",""width"":1200,""height"":800},{""url"":""https://pbs.twimg.com/news_img/1549015058230915072/kJ-hpWcH?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Abortion laws by state: Legal status of abortion changing day-by-day after Roe v. Wade overturned"",""description"":""In some states, the legal status of abortion has flipped back and forth multiple times since the Supreme Court’s decision last month."",""unwound_url"":""https://www.politico.com/news/2022/07/06/abortion-laws-states-roe-overturned-00044127""}]}",,,,0.5106,positive,helpcmtedems
89,1545555983874809858,"Republicans overturning #RoeVWade has created a health care crisis.

Idaho patients will be forced to come to WA to get abortions—putting them at risk &amp; making it harder for everyone to get care.

And Republicans are pushing a federal abortion ban that would ban it EVERYWHERE.",2022-07-08 23:50:36+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":0,""end"":10,""probability"":0.6075,""type"":""Organization"",""normalized_text"":""Republicans""},{""start"":69,""end"":73,""probability"":0.5238,""type"":""Place"",""normalized_text"":""Idaho""},{""start"":110,""end"":111,""probability"":0.9493,""type"":""Place"",""normalized_text"":""WA""},{""start"":201,""end"":211,""probability"":0.7008,""type"":""Organization"",""normalized_text"":""Republicans""}],""hashtags"":[{""start"":24,""end"":33,""tag"":""RoeVWade""}]}",,,,-0.8402,negative,helpcmtedems
91,1545508938224996353,"2/ In addition to these efforts, Congress must work to codify the right to an abortion.

I won't stop fighting until we restore a woman's right to bodily autonomy and access to a full range of reproductive health care services, including abortion care.",2022-07-08 20:43:39+00:00,18695134,18695134,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""annotations"":[{""start"":33,""end"":40,""probability"":0.5277,""type"":""Organization"",""normalized_text"":""Congress""}]}","[{""type"":""replied_to"",""id"":""1545508936467488769"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""10040395078"",""name"":""Joe Biden"",""description"":""US President Joe Biden""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""10040395078"",""name"":""Joe Biden"",""description"":""US President Joe Biden""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}}],""created_at"":""2022-07-08T20:43:39.000Z"",""source"":""Twitter for iPhone"",""public_metrics"":{""retweet_count"":10,""reply_count"":5,""like_count"":34,""quote_count"":0},""reply_settings"":""everyone"",""author_id"":""18695134"",""text"":""1/ Today @POTUS took critical steps to:\n\n✅Safeguard access to all reproductive health care services, including abortion\n\n✅Protect patient privacy\n\n✅Promote the safety &amp; security of patients, providers, &amp; clinics\n\n✅Coordinate federal efforts to protect reproductive rights"",""entities"":{""mentions"":[{""start"":9,""end"":15,""username"":""POTUS"",""id"":""1349149096909668363""}]},""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1545508936467488769""}]",,,0.8909,positive,sfrcdems
92,1545508936467488769,"1/ Today @POTUS took critical steps to:

✅Safeguard access to all reproductive health care services, including abortion

✅Protect patient privacy

✅Promote the safety &amp; security of patients, providers, &amp; clinics

✅Coordinate federal efforts to protect reproductive rights",2022-07-08 20:43:39+00:00,18695134,,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""mentions"":[{""start"":9,""end"":15,""username"":""POTUS"",""id"":""1349149096909668363""}]}",,,,0.8271,positive,sfrcdems
